,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
359,723,621f79e243b89009366c8ad7,2021-08-22T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,"for another hack session! It's so fun to work with you, I don't feel like working at all 😄",8,21,21,eduardovegap#0422,Mount Manu#3530,bends#3537,16,13
360,982,621f79e243b89009366c8c13,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for all the commons config dashboard stuff,8,8,21,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,12,13
361,995,621f79e243b89009366c8c20,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for such a wonderful blog post “A Culture of self-organizing small teams and Sharing the Responsibility”,21,8,8,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,12,13
362,5,621f79e143b89009366c8752,2021-08-01T22:00:00.000Z,markop#2007,"griff (💜, 💜)#8888",for the awesome work on the film prototypes... omg it's going to be so cool to educate the TE Commons community and many communities to come!!,21,34,34,AmwFund#0979,Parrachia#0450,Usua◎ Silver#2618,29,13
363,733,621f79e243b89009366c8b0d,2021-08-22T22:00:00.000Z,Caeser (PST)#0046,Zeptimus#3359,for all their amazing improvements on the TEC code of conduct for Platform Admins! You guys are awesome⚡,13,21,8,PhilH#1102,Mount Manu#3530,kristofer#1475,14,13
365,993,621f79e243b89009366c8c1e,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for all the love she puts in every cultural decision we make as a community,21,8,8,Sha#6179,tigeroid#2951,Mettodo#7010,12,13
366,734,621f79e243b89009366c8b0e,2021-08-22T22:00:00.000Z,Juankbell#7458,Zeptimus#3359,for all their amazing improvements on the TEC code of conduct for Platform Admins! You guys are awesome⚡,13,21,8,eduardovegap#0422,Mount Manu#3530,kristofer#1475,14,13
370,953,621f79e243b89009366c8bf6,2021-08-26T22:00:00.000Z,pKrepe#5682,iviangita#3204,for the hack session they had with Fabio and they’ve done a lot of work,13,8,21,Sha#6179,acidlazzer#5796,bends#3537,14,13
373,552,621f79e243b89009366c8a1b,2021-08-19T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for taking on the dashboard and doing such a great plan for having it out,13,21,8,teaci#6108,Vyvy-vi#5040,kristofer#1475,14,13
375,558,621f79e243b89009366c8a21,2021-08-19T22:00:00.000Z,akrtws (TE Academy)#4246,iviangita#3204,for always leading the Token Engineering Academy,8,13,21,eduardovegap#0422,Mount Manu#3530,Usua◎ Silver#2618,14,13
377,848,621f79e243b89009366c8b8d,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for their great work in the post-Hatch blog post,21,8,8,innov8tor3#3988,acidlazzer#5796,bends#3537,12,13
385,590,621f79e243b89009366c8a41,2021-08-19T22:00:00.000Z,nathalia#0926,iviangita#3204,for her support to the TE Academy and how much advancement they’ve been having lately,8,8,21,innov8tor3#3988,Tam2140#9361,Usua◎ Silver#2618,12,13
387,99,621f79e143b89009366c87b4,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,5,1,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,12
388,621,621f79e243b89009366c8a60,2021-08-19T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for his help with the Community Call praise 😄,8,1,13,PhilH#1102,Parrachia#0450,divine_comedian#5493,7,12
389,872,621f79e243b89009366c8ba5,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for coming back and his new haircut and supporting acidlazzer,1,5,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,6,12
390,852,621f79e243b89009366c8b91,2021-08-26T22:00:00.000Z,Juankbell#7458,iviangita#3204,for amazing Graviton Training stewardship,1,8,13,eduardovegap#0422,Mount Manu#3530,kristofer#1475,7,12
391,724,621f79e243b89009366c8ad8,2021-08-22T22:00:00.000Z,iviangita#3204,Zeptimus#3359,"for another hack session! It's so fun to work with you, i dont feel like working at all :D",13,13,1,innov8tor3#3988,Zeptimus#3359,enti#1546,9,12
392,529,621f79e243b89009366c8a04,2021-08-18T22:00:00.000Z,iviangita#3204,divine_comedian#5493,for recording praise,5,13,1,innov8tor3#3988,Zeptimus#3359,enti#1546,6,12
393,1097,621f79e243b89009366c8c97,2021-08-29T22:00:00.000Z,"griff (💜, 💜)#8888",akrtws (TE Academy)#4246,for representing TE Commons at the CryptoCommonsGathering 2021 https://www.crypto-commons.org/ccg-21,13,5,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,12
394,486,621f79e243b89009366c89d9,2021-08-15T22:00:00.000Z,chuygarcia.eth#6692,acidlazzer#5796,for comming to the content workshop,13,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,7,12
395,1140,621f79e243b89009366c8cc5,2021-08-30T22:00:00.000Z,mateodaza#3156,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,3,1,13,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,5,12
396,748,621f79e243b89009366c8b1e,2021-08-23T22:00:00.000Z,eduardovegap#0422,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,1,13,PhilH#1102,Parrachia#0450,kristofer#1475,5,12
397,94,621f79e143b89009366c87af,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for finally making it back home from Paris,1,5,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,6,12
398,804,621f79e243b89009366c8b57,2021-08-24T22:00:00.000Z,eduardovegap#0422,anna-marie#8824,for following our idea breadcrumbs to a really cool place! What a pleasure 🙂,8,13,1,PhilH#1102,Parrachia#0450,kristofer#1475,7,12
399,655,621f79e243b89009366c8a82,2021-08-19T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for all her contributions within TEC swag,5,13,1,innov8tor3#3988,Zeptimus#3359,enti#1546,6,12
400,1135,621f79e243b89009366c8cc0,2021-08-30T22:00:00.000Z,Tam2140#9361,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,3,1,13,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,5,12
401,132,621f79e143b89009366c87d5,2021-08-05T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for being so consistent with his work and always wanting to help,13,5,1,AmwFund#0979,Mount Manu#3530,calazki#3961,6,12
402,794,621f79e243b89009366c8b4c,2021-08-24T22:00:00.000Z,VitorNunes#0090,"griff (💜, 💜)#8888",for coming to the Params hack sesh on sunday!,1,8,13,teaci#6108,Vyvy-vi#5040,kristofer#1475,7,12
403,142,621f79e143b89009366c87df,2021-08-05T22:00:00.000Z,glocalvr#3469,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better!,13,5,1,eduardovegap#0422,Zeptimus#3359,kristofer#1475,6,12
404,49,621f79e143b89009366c877e,2021-08-03T22:00:00.000Z,DanKnobelsdorf#0326,liviade#1387,for joining soft gov yesterday and sharing very important insights!,13,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5,12
405,1131,621f79e243b89009366c8cbb,2021-08-30T22:00:00.000Z,eduardovegap#0422,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,1,13,1,PhilH#1102,Parrachia#0450,kristofer#1475,5,12
406,496,621f79e243b89009366c89e3,2021-08-16T22:00:00.000Z,chuygarcia.eth#6692,"griff (💜, 💜)#8888",for taking some well deserved time off,3,1,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,5,12
407,578,621f79e243b89009366c8a35,2021-08-19T22:00:00.000Z,Tam2140#9361,iviangita#3204,for being such a great project manager,13,1,8,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,7,12
408,1089,621f79e243b89009366c8c8f,2021-08-27T22:00:00.000Z,anna-marie#8824,Suga#8514,for helping rewrite the welcome message,13,1,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,5,12
409,520,621f79e243b89009366c89fb,2021-08-17T22:00:00.000Z,Mount Manu#3530,ZER8🧠#9093,"for guiding me in helping them with the Roles document. I learned smth new and I'm getting closer to understanding the TEC because of them day by day, work session by work session😎",3,13,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,5,12
410,60,621f79e143b89009366c878d,2021-08-03T22:00:00.000Z,Zeptimus#3359,solsista#5370,for participating in the 0mega working group,1,5,13,AmwFund#0979,Mount Manu#3530,calazki#3961,6,12
411,51,621f79e143b89009366c8780,2021-08-03T22:00:00.000Z,mateodaza#3156,liviade#1387,for joining soft gov yesterday and sharing very important insights!,1,1,13,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,5,12
412,470,621f79e243b89009366c89c6,2021-08-13T22:00:00.000Z,mateodaza#3156,iviangita#3204,for the latest super fun Hatch memes,8,1,13,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,7,12
413,1098,621f79e243b89009366c8c98,2021-08-29T22:00:00.000Z,DanKnobelsdorf#0326,akrtws (TE Academy)#4246,for representing TE Commons at the CryptoCommonsGathering 2021 https://www.crypto-commons.org/ccg-21,5,1,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,12
414,1090,621f79e243b89009366c8c90,2021-08-27T22:00:00.000Z,Vyvy-vi#5040,ALOYSIOUS#3049,for throwing down a bangin' farewell-groovy set.     :/  🎵    :/,3,1,13,Sha#6179,Tam2140#9361,Mettodo#7010,5,12
415,202,621f79e143b89009366c881b,2021-08-05T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for their initiative in Comms 💪🏻,13,8,1,teaci#6108,Zeptimus#3359,kristofer#1475,7,12
416,241,621f79e143b89009366c884b,2021-08-05T22:00:00.000Z,markop#2007,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,5,13,AmwFund#0979,Parrachia#0450,Usua◎ Silver#2618,6,12
417,205,621f79e143b89009366c881e,2021-08-05T22:00:00.000Z,sem  🐝#0161,Mount Manu#3530,"for staying in the Giveth house (and keeping it clean, just like they found it)",8,13,1,PhilH#1102,Mount Manu#3530,calazki#3961,7,12
418,967,621f79e243b89009366c8c04,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for returning from vacation,3,1,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,5,12
419,322,621f79e243b89009366c891e,2021-08-12T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for taking a break and for the 1-1 with Mt Manu,1,5,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,6,12
420,410,621f79e243b89009366c8976,2021-08-12T22:00:00.000Z,Kris#8703,iviangita#3204,for all the great memes,3,1,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,5,12
421,1044,621f79e243b89009366c8c61,2021-08-26T22:00:00.000Z,thiago.rossi#1714,anna-marie#8824,for joining the TEC Agreements refresh kick-off meeting,3,1,13,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,5,12
422,301,621f79e243b89009366c8909,2021-08-12T22:00:00.000Z,Suga#8514,iviangita#3204,for their support to Chuy,3,13,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,5,12
423,1078,621f79e243b89009366c8c84,2021-08-26T22:00:00.000Z,Kris#8703,"griff (💜, 💜)#8888",for the great memes this week!,3,1,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,5,12
424,411,621f79e243b89009366c8977,2021-08-12T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for all the great memes,1,13,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,9,12
425,994,621f79e243b89009366c8c1f,2021-08-26T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for the feedback on the Initial Buy proposal and taking ownership of the dashboard,1,13,8,PhilH#1102,acidlazzer#5796,calazki#3961,7,12
426,574,621f79e243b89009366c8a31,2021-08-19T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for your energy that powers all the people around you,5,13,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,10
427,516,621f79e243b89009366c89f7,2021-08-17T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for joining me on a social conversation that has developed into work-related tasks & issues,13,5,3,teaci#6108,Zeptimus#3359,kristofer#1475,7,10
428,255,621f79e243b89009366c88d9,2021-08-11T22:00:00.000Z,Suga#8514,trangnv#2156,for an informative AMA session,8,13,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,8,10
429,468,621f79e243b89009366c89c4,2021-08-13T22:00:00.000Z,Kris#8703,iviangita#3204,for the latest super fun Hatch memes,3,3,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,6,10
430,345,621f79e243b89009366c8935,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for his leadership,13,8,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,8,10
431,59,621f79e143b89009366c878c,2021-08-03T22:00:00.000Z,Letty#5399,solsista#5370,for participating in the 0mega working group,3,5,13,teaci#6108,acidlazzer#5796,Usua◎ Silver#2618,7,10
432,58,621f79e143b89009366c878b,2021-08-03T22:00:00.000Z,durgadas#9280,solsista#5370,for great input and inspiration for the participant's journey / informed consent,8,13,3,Sha#6179,Parrachia#0450,Mettodo#7010,8,10
433,658,621f79e243b89009366c8a85,2021-08-19T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their contributions in Comms 📡,3,13,8,PhilH#1102,Parrachia#0450,divine_comedian#5493,8,10
434,657,621f79e243b89009366c8a84,2021-08-19T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for their contributions in Comms 📡,8,3,13,teaci#6108,Zeptimus#3359,kristofer#1475,8,10
435,874,621f79e243b89009366c8ba7,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for all of their contributions in comms,13,5,3,teaci#6108,Zeptimus#3359,kristofer#1475,7,10
436,387,621f79e243b89009366c895f,2021-08-12T22:00:00.000Z,Kris#8703,iviangita#3204,for the fun Hatch memes,3,3,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,6,10
437,327,621f79e243b89009366c8923,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,for holding down the fort for Suga when she was out of the loop,13,5,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,7,10
438,807,621f79e243b89009366c8b63,2021-08-24T22:00:00.000Z,WhyldWanderer#7002,"griff (💜, 💜)#8888",for the tip on a groovy bot replacement,13,3,3,Sha#6179,Mount Manu#3530,kristofer#1475,6,10
439,885,621f79e243b89009366c8bb2,2021-08-26T22:00:00.000Z,kristofer#1475,iviangita#3204,for having a nice vacation and coming back dealing with some issues in the swag shops,8,3,13,PhilH#1102,Zeptimus#3359,Usua◎ Silver#2618,8,10
440,16,621f79e143b89009366c875d,2021-08-01T22:00:00.000Z,acidlazzer#5796,Zeptimus#3359,for update our thumbnail on youtube i logged ik now and its looking great!,13,3,3,AmwFund#0979,Tam2140#9361,divine_comedian#5493,6,10
441,376,621f79e243b89009366c8954,2021-08-12T22:00:00.000Z,Tam2140#9361,iviangita#3204,for the important work they do in onboarding,8,3,13,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,8,10
442,1125,621f79e243b89009366c8cb5,2021-08-30T22:00:00.000Z,natesuits#4789,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,13,5,3,innov8tor3#3988,Parrachia#0450,calazki#3961,7,10
443,375,621f79e243b89009366c8953,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for the important work they do in onboarding,13,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,7,10
444,280,621f79e243b89009366c88f2,2021-08-11T22:00:00.000Z,Kris#8703,karmaticacid#1218,for awesome hatch memes,3,3,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,6,10
445,597,621f79e243b89009366c8a48,2021-08-19T22:00:00.000Z,liviade#1387,Mount Manu#3530,for pushing on the reward system forward 🏆,13,8,3,Sha#6179,tigeroid#2951,Mettodo#7010,8,10
446,1123,621f79e243b89009366c8cb3,2021-08-30T22:00:00.000Z,"griff (💜, 💜)#8888",chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,3,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,8,10
447,195,621f79e143b89009366c8814,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for luring Gideon in with his ETHCC presentation 👨🏻‍🏫,13,8,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,8,10
448,627,621f79e243b89009366c8a66,2021-08-19T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for being very organized and starting an organization contagion in this DAO and for working on the Hatch DAO with Zepti,8,3,13,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,8,10
449,867,621f79e243b89009366c8ba0,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for leading softgov,13,13,3,Sha#6179,tigeroid#2951,Mettodo#7010,9,10
450,1060,621f79e243b89009366c8c72,2021-08-26T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,3,13,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,6,10
451,823,621f79e243b89009366c8b73,2021-08-25T22:00:00.000Z,iviangita#3204,Jolie_Ze#0295,for fielding my praise questions ❤️,5,13,3,innov8tor3#3988,Zeptimus#3359,enti#1546,7,10
452,243,621f79e143b89009366c884d,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,13,3,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,10
453,246,621f79e143b89009366c8871,2021-08-06T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard in Figma and providing valuable feedback on how to make it better!,13,3,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,6,10
454,689,621f79e243b89009366c8ab1,2021-08-19T22:00:00.000Z,"griff (💜, 💜)#8888",ALOYSIOUS#3049,for being an awesome cheerleader and for curating The Commons Stack Association campaign.  <a:cheers:850456620147933234> This is all so cool!!!! 😎,13,5,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,10
455,180,621f79e143b89009366c8805,2021-08-05T22:00:00.000Z,eduardovegap#0422,Mount Manu#3530,for reaching out to soft-commit Hatchers,8,13,3,PhilH#1102,Parrachia#0450,kristofer#1475,8,10
456,566,621f79e243b89009366c8a29,2021-08-19T22:00:00.000Z,mheuer#9922,iviangita#3204,for helping with the Graviton POAPs,13,13,3,innov8tor3#3988,Zeptimus#3359,bends#3537,9,10
457,743,621f79e243b89009366c8b19,2021-08-23T22:00:00.000Z,liviade#1387,Jolie_Ze#0295,for asking us what leadership means to us in <#810180622634844205> and then taking notes about all the emerging results! truly skillful facilitation,3,13,8,Sha#6179,tigeroid#2951,Mettodo#7010,8,10
458,395,621f79e243b89009366c8967,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for working on the dashboard and the debates on the language to use for the commons upgrade,13,13,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,9,10
459,740,621f79e243b89009366c8b16,2021-08-23T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for completing user testing for the CCD!!🦾  😃 👌🏻,13,5,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,7,10
460,739,621f79e243b89009366c8b14,2021-08-23T22:00:00.000Z,anna-marie#8824,ALOYSIOUS#3049,for keeping so many things on everyone's radar. I personally have enjoyed many of your co-community retweets and great questions/ ponderings.,13,3,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,6,10
461,719,621f79e243b89009366c8ad0,2021-08-20T22:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for doing user testing on our CCD!,3,13,5,eduardovegap#0422,Mount Manu#3530,bends#3537,7,10
462,334,621f79e243b89009366c892a,2021-08-12T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for all their work in making the Hatch happen,13,13,3,PhilH#1102,Parrachia#0450,divine_comedian#5493,9,10
463,757,621f79e243b89009366c8b27,2021-08-23T22:00:00.000Z,Jolie_Ze#0295,liviade#1387,for being excited and proactive to collaborate on TEC sourcecred improvements!,13,5,3,PhilH#1102,Mount Manu#3530,kristofer#1475,7,10
464,173,621f79e143b89009366c87fe,2021-08-05T22:00:00.000Z,liviade#1387,Mount Manu#3530,for facilitating GitBook and Medium access to all the people,13,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,7,10
465,920,621f79e243b89009366c8bd5,2021-08-26T22:00:00.000Z,Caeser (PST)#0046,iviangita#3204,for the good legal advice and for being helpful all around and answering questions,5,13,3,PhilH#1102,Mount Manu#3530,kristofer#1475,7,10
466,856,621f79e243b89009366c8b95,2021-08-26T22:00:00.000Z,innov8tor3#3988,iviangita#3204,for gathering for kick-off meeting for the TEC agreements,3,13,3,Sha#6179,acidlazzer#5796,bends#3537,6,10
467,1084,621f79e243b89009366c8c8a,2021-08-26T22:00:00.000Z,anna-marie#8824,ALOYSIOUS#3049,"for assisting me in interpreting things and understanding tasks as I get used to the culture, language and geography of our server. My autism is grateful for her crisp and clear guidance. 🙏🏾",13,3,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,7,10
468,546,621f79e243b89009366c8a15,2021-08-18T22:00:00.000Z,Caeser (PST)#0046,Mount Manu#3530,for his feedback on our Commons configuration dashboard! 🙏🏻,8,13,3,PhilH#1102,Mount Manu#3530,kristofer#1475,8,10
469,330,621f79e243b89009366c8926,2021-08-12T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for holding down the fort for Suga when she was out of the loop,13,3,5,Sha#6179,Tam2140#9361,Mettodo#7010,7,10
470,11,621f79e143b89009366c8758,2021-08-01T22:00:00.000Z,"griff (💜, 💜)#8888",liviade#1387,for sharing relevant resources in Soft Gov! 🙌,3,5,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,10
471,912,621f79e243b89009366c8bcd,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,for collaborating with Lauren on the Hatch blog post,8,13,3,innov8tor3#3988,Parrachia#0450,calazki#3961,8,10
472,822,621f79e243b89009366c8b72,2021-08-25T22:00:00.000Z,Suga#8514,karmaticacid#1218,for contributing to the TEC hatch what's next post,13,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,8,10
473,402,621f79e243b89009366c896e,2021-08-12T22:00:00.000Z,Tam2140#9361,iviangita#3204,for helping Nate with sprint planning,13,3,8,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,8,10
474,690,621f79e243b89009366c8ab2,2021-08-19T22:00:00.000Z,JustinKalland#0001,ALOYSIOUS#3049,for their generosity and support towards the future of the Commons.  ❤️ 💻 ❤️,13,3,13,teaci#6108,Tam2140#9361,bends#3537,9,10
475,450,621f79e243b89009366c89b1,2021-08-12T22:00:00.000Z,JeffEmmett#7202,anna-marie#8824,for the governauts research project,13,8,3,Sha#6179,acidlazzer#5796,kristofer#1475,8,10
476,13,621f79e143b89009366c875a,2021-08-01T22:00:00.000Z,Kris#8703,iviangita#3204,for the latest Hatch memes! Very useful in our Twitter content 🙏🏼 😊,8,3,13,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,8,10
477,181,621f79e143b89009366c8806,2021-08-05T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for ONCE AGAIN doing praise transcription with me 👫,13,13,3,innov8tor3#3988,Zeptimus#3359,enti#1546,9,10
479,1099,621f79e243b89009366c8c99,2021-08-29T22:00:00.000Z,akrtws (TE Academy)#4246,akrtws (TE Academy)#4246,for representing TE Commons at the CryptoCommonsGathering 2021 https://www.crypto-commons.org/ccg-21,13,21,21,eduardovegap#0422,Mount Manu#3530,Usua◎ Silver#2618,18,8
480,309,621f79e243b89009366c8911,2021-08-12T22:00:00.000Z,JeffEmmett#7202,iviangita#3204,for hosting a great research open office hours at Blockscience and getting YGG involved in great research projects and buying him a book,8,13,5,Sha#6179,acidlazzer#5796,kristofer#1475,8,8
481,825,621f79e243b89009366c8b76,2021-08-25T22:00:00.000Z,Suga#8514,Zeptimus#3359,for the warm welcoming to the new commers!!,13,5,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,7,8
482,828,621f79e243b89009366c8b79,2021-08-25T22:00:00.000Z,natesuits#4789,Zeptimus#3359,for the warm welcoming to the new commers!!,5,13,13,innov8tor3#3988,Parrachia#0450,calazki#3961,10,8
484,554,621f79e243b89009366c8a1d,2021-08-19T22:00:00.000Z,natesuits#4789,iviangita#3204,for all the work they’ve done on the forum,8,13,5,innov8tor3#3988,Parrachia#0450,calazki#3961,8,8
487,1,621f79e143b89009366c874e,2021-08-01T22:00:00.000Z,Mount Manu#3530,"griff (💜, 💜)#8888",for taking on user testing with such gusto!,5,8,13,PhilH#1102,Parrachia#0450,divine_comedian#5493,8,8
488,55,621f79e143b89009366c8788,2021-08-03T22:00:00.000Z,Mount Manu#3530,chuygarcia.eth#6692,"for taking the time to go over some of the commons upgrade parameters i hadn't gotten yet and also his valuable advice on mental health, ty buddy!",5,13,8,PhilH#1102,Parrachia#0450,divine_comedian#5493,8,8
489,576,621f79e243b89009366c8a33,2021-08-19T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for agreeing to coordinate with Tam on two HatchDAO proposals,13,8,5,AmwFund#0979,Mount Manu#3530,calazki#3961,8,8
490,1116,621f79e243b89009366c8cac,2021-08-30T22:00:00.000Z,chuygarcia.eth#6692,"griff (💜, 💜)#8888",for working so hard on the Param Tweet Thread,13,21,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,15,8
491,296,621f79e243b89009366c8904,2021-08-12T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for their great contributions to Comms,13,8,5,teaci#6108,Zeptimus#3359,kristofer#1475,8,8
493,956,621f79e243b89009366c8bf9,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for their time getting involved in the dashboard,13,8,5,innov8tor3#3988,acidlazzer#5796,bends#3537,8,8
494,843,621f79e243b89009366c8b88,2021-08-26T22:00:00.000Z,freshelle#9882,iviangita#3204,for helping with payments,13,21,21,Sha#6179,Vyvy-vi#5040,Usua◎ Silver#2618,18,8
495,1112,621f79e243b89009366c8ca8,2021-08-30T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for reviewing and editing the Params tweet series 🙏🏼,13,8,5,innov8tor3#3988,acidlazzer#5796,bends#3537,8,8
496,78,621f79e143b89009366c879f,2021-08-04T22:00:00.000Z,mZ#3472,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research,13,5,8,AmwFund#0979,acidlazzer#5796,bends#3537,8,8
497,844,621f79e243b89009366c8b89,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for coming so strong with TEC upgrade comms plan,13,21,13,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,15,8
499,318,621f79e243b89009366c891a,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for doing hatchers outreach,5,5,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,8
